POS,NOME,NP,TIME,ADVERSARIO,COMPETICAO
ZGE,C. Romero,7.2,Internazionale,Lazio,A
ZGD,E. Militao,7.5,Internazionale,Lazio,A
LD,D. Dumfries,7.2,Internazionale,Lazio,A
GOL,H. Lloris,6.3,Internazionale,Lazio,A
PE,O. Dembele,6.6,Lazio,Internazionale,A
ATA,C. Ronaldo,6.8,Lazio,Internazionale,A
PD,B. Saka,6.2,Lazio,Internazionale,A
MCE,C. Nkunku,6.7,Lazio,Internazionale,A
MCD,E. Fernandez,6.9,Lazio,Internazionale,A
VOL,J. Kimmich,6.2,Lazio,Internazionale,A
LE,R. Guerreiro,7.5,Lazio,Internazionale,A
ZGE,Marquinhos,7.4,Lazio,Internazionale,A
ZGD,M. Akanji,5.8,Lazio,Internazionale,A
LD,R. James,6.2,Lazio,Internazionale,A
GOL,G. Donnarumma,7.2,Lazio,Internazionale,A
PE,Vinicius Jr.,9.0,Udinese,Salernitana,B
ATA,A. Griezmann,7.4,Udinese,Salernitana,B
PD,Raphinha,7.4,Udinese,Salernitana,B
MCE,M. Cunha,6.7,Udinese,Salernitana,B
MCD,S. Milinkovic-Savic,8.4,Udinese,Salernitana,B
VOL,T. Lemar,6.0,Udinese,Salernitana,B
VOL,R. Bentancur,6.2,Udinese,Salernitana,B
LE,L. Shaw,7.9,Udinese,Salernitana,B
ZGE,S. de Vrij,7.9,Udinese,Salernitana,B
ZGD,M. Skriniar,6.6,Udinese,Salernitana,B
LD,C. Azpilicueta,6.0,Udinese,Salernitana,B
GOL,D. De Gea,6.8,Udinese,Salernitana,B
PE,S. Bergwijn,6.0,Salernitana,Udinese,B
PE,H. Lozano,7.4,Salernitana,Udinese,B
ATA,G. Jesus,7.5,Salernitana,Udinese,B
PD,M. Diaby,6.9,Salernitana,Udinese,B
MEI,D. Olmo,6.0,Salernitana,Udinese,B
MEI,M. Reus,7.1,Salernitana,Udinese,B
MCE,T. Partey,6.9,Salernitana,Udinese,B
MCD,J. Maddison,5.6,Salernitana,Udinese,B
MCD,J. Bellingham,6.2,Salernitana,Udinese,B
LE,F. Mendy,7.6,Salernitana,Udinese,B
ZGE,Gabriel,6.9,Salernitana,Udinese,B
ZGD,R. Varane,6.1,Salernitana,Udinese,B
LD,N. Mazraoui,6.9,Salernitana,Udinese,B
GOL,M. Neuer,6.3,Salernitana,Udinese,B
PE,S. Bergwijn,6.1,Salernitana,Lecce,B
PE,H. Lozano,7.7,Salernitana,Lecce,B
ATA,P. Schick,6.1,Salernitana,Lecce,B
ATA,G. Jesus,7.1,Salernitana,Lecce,B
PD,M. Diaby,6.6,Salernitana,Lecce,B
MEI,J. Maddison,7.7,Salernitana,Lecce,B
MEI,M. Reus,7.2,Salernitana,Lecce,B
MCE,T. Partey,7.4,Salernitana,Lecce,B
MCD,J. Bellingham,7.0,Salernitana,Lecce,B
LE,F. Mendy,7.4,Salernitana,Lecce,B
ZGE,Gabriel,7.4,Salernitana,Lecce,B
ZGD,R. Varane,7.4,Salernitana,Lecce,B
LD,N. Mazraoui,8.2,Salernitana,Lecce,B
GOL,M. Neuer,7.3,Salernitana,Lecce,B
PE,T. Werner,6.1,Lecce,Salernitana,B
PE,A. Saint-Maximin,6.2,Lecce,Salernitana,B
PE,F. Chiesa,6.9,Lecce,Salernitana,B
ATA,F. Acheampong,6.0,Lecce,Salernitana,B
ATA,R. Lewandowski,5.8,Lecce,Salernitana,B
PD,R. Mahrez,6.8,Lecce,Salernitana,B
MEI,M. Mount,5.7,Lecce,Salernitana,B
VLE,I. Giindogan,6.2,Lecce,Salernitana,B
VLD,S. Busquets,5.5,Lecce,Salernitana,B
LE,A. Grimaldo,5.6,Lecce,Salernitana,B
ZGE,L. Martinez,6.6,Lecce,Salernitana,B
ZGD,T. Silva,6.9,Lecce,Salernitana,B
LD,K. Trippier,6.4,Lecce,Salernitana,B
GOL,E. Martinez,6.6,Lecce,Salernitana,B
ATE,W. Ben Yedder,8.2,Atalanta,Lazio,A
ATD,I. Williams,6.2,Atalanta,Lazio,A
ATD,W. Zaha,8.2,Atalanta,Lazio,A
ME,L. Openda,5.9,Atalanta,Lazio,A
ME,M. Oyarzabal,7.1,Atalanta,Lazio,A
MC,M. Nunes,6.3,Atalanta,Lazio,A
MC,Y. Tielemans,7.5,Atalanta,Lazio,A
MCD,P. Pogba,6.5,Atalanta,Lazio,A
MCD,M. Acuña,4.8,Atalanta,Lazio,A
MD,J. Doku,6.6,Atalanta,Lazio,A
MD,S. Canales,6.7,Atalanta,Lazio,A
LE,M. Ginter,7.9,Atalanta,Lazio,A
ZGE,Diego Carlos,6.2,Atalanta,Lazio,A
ZGD,S. Savic,8.4,Atalanta,Lazio,A
LD,A. Hakimi,7.7,Atalanta,Lazio,A
GOL,K. Navas,6.4,Atalanta,Lazio,A
ATE,C. Ronaldo,7.3,Lazio,Atalanta,A
ATD,A. Silva,7.0,Lazio,Atalanta,A
ATD,C. Nkunku,6.7,Lazio,Atalanta,A
ME,D. Szoboszlai,5.7,Lazio,Atalanta,A
ME,0. Dembélé,6.2,Lazio,Atalanta,A
MD,B. Saka,6.7,Lazio,Atalanta,A
VLE,E. Fernandez,7.1,Lazio,Atalanta,A
VLD,J. Kimmich,7.6,Lazio,Atalanta,A
LE,R. Guerreiro,7.4,Lazio,Atalanta,A
ZGE,Marquinhos,7.3,Lazio,Atalanta,A
ZGD,M. Akanji,7.0,Lazio,Atalanta,A
LD,R. James,7.8,Lazio,Atalanta,A
GOL,G. Donnarumma,6.6,Lazio,Atalanta,A
PE,Neymar Jr,7.0,Torino,Internazionale,A
PD,L. Messi,7.6,Torino,Internazionale,A
SA,D. Jota,5.8,Torino,Internazionale,A
SA,P. Dybala,7.3,Torino,Internazionale,A
MCE,M. Llorente,6.0,Torino,Internazionale,A
MCE,N. Barella,6.6,Torino,Internazionale,A
MCD,R. De Paul,7.1,Torino,Internazionale,A
VOL,N. Kanté,6.4,Torino,Internazionale,A
LE,Mario Rui,6.3,Torino,Internazionale,A
ZGE,M. de Ligt,6.7,Torino,Internazionale,A
ZGD,R. Dias,7.1,Torino,Internazionale,A
LD,J. Cancelo,7.5,Torino,Internazionale,A
GOL,M. ter Stegen,6.5,Torino,Internazionale,A
PE,A. Traoré,6.8,Internazionale,Torino,A
ATA,M. Thuram,6.0,Internazionale,Torino,A
PD,L. Garcia,6.0,Internazionale,Torino,A
MEI,L. Martinez,7.8,Internazionale,Torino,A
MEI,J. Musiala,6.5,Internazionale,Torino,A
MED,Rafa,6.1,Internazionale,Torino,A
VLE,L. Modric,8.0,Internazionale,Torino,A
VLD,A. Zambo Anguissa,5.9,Internazionale,Torino,A
VLD,M. Merino,7.0,Internazionale,Torino,A
LE,N. Mendes,7.4,Internazionale,Torino,A
ZGE,C. Romero,7.3,Internazionale,Torino,A
ZGD,E. Militao,7.0,Internazionale,Torino,A
LD,H. Traoré,6.1,Internazionale,Torino,A
LD,D. Dumfries,7.6,Internazionale,Torino,A
GOL,H. Lloris,6.7,Internazionale,Torino,A
PE,H. Lozano,7.5,Salernitana,Sampdoria,B
ATA,P. Schick,5.8,Salernitana,Sampdoria,B
ATA,G. Jesus,6.5,Salernitana,Sampdoria,B
PD,M. Diaby,6.5,Salernitana,Sampdoria,B
MEI,J. Maddison,6.1,Salernitana,Sampdoria,B
MEI,M. Reus,6.9,Salernitana,Sampdoria,B
MCE,T. Partey,7.2,Salernitana,Sampdoria,B
MCD,J. Bellingham,6.4,Salernitana,Sampdoria,B
LE,F. Mendy,7.4,Salernitana,Sampdoria,B
ZGE,Gabriel,7.1,Salernitana,Sampdoria,B
ZGD,R. Varane,6.9,Salernitana,Sampdoria,B
LD,N. Mazraoui,7.6,Salernitana,Sampdoria,B
GOL,M. Neuer,6.8,Salernitana,Sampdoria,B
ATA,T. Abraham,6.2,Sampdoria,Salernitana,B
MEE,G. Martins,6.2,Sampdoria,Salernitana,B
MEI,N. Zaniolo,7.1,Sampdoria,Salernitana,B
MEI,L. Sané,5.8,Sampdoria,Salernitana,B
MEI,F. Wirtz,6.2,Sampdoria,Salernitana,B
MED,N. Fekir,8.2,Sampdoria,Salernitana,B
VLE,F. Ruiz,5.9,Sampdoria,Salernitana,B
VLE,E. Camavinga,6.8,Sampdoria,Salernitana,B
VLD,I. Sangaré,6.9,Sampdoria,Salernitana,B
LE,L. Spinazzola,6.7,Sampdoria,Salernitana,B
ZGE,N. Schlotterbeck,6.9,Sampdoria,Salernitana,B
ZGD,S. Ramos,7.1,Sampdoria,Salernitana,B
LD,D. Raum,8.0,Sampdoria,Salernitana,B
GOL,P. Gulacsi,6.6,Sampdoria,Salernitana,B
ATA,N. Zaniolo,6.6,Sampdoria,Torino,C
ATA,T. Abraham,5.7,Sampdoria,Torino,C
MEE,G. Martins,6.4,Sampdoria,Torino,C
MEE,F. Wirtz,5.9,Sampdoria,Torino,C
MEI,L. Sané,6.2,Sampdoria,Torino,C
MED,N. Fekir,6.6,Sampdoria,Torino,C
VLE,E. Camavinga,7.1,Sampdoria,Torino,C
VLD,X. Schlager,6.6,Sampdoria,Torino,C
LE,L. Spinazzola,7.3,Sampdoria,Torino,C
ZGE,N. Schlotterbeck,5.9,Sampdoria,Torino,C
ZGD,S. Ramos,6.9,Sampdoria,Torino,C
LD,D. Raum,7.3,Sampdoria,Torino,C
GOL,P. Gulacsi,6.4,Sampdoria,Torino,C
PE,Neymar Jr,8.2,Torino,Sampdoria,C
PD,L. Messi,6.9,Torino,Sampdoria,C
SA,H. Son,7.0,Torino,Sampdoria,C
MCE,D. Rice,5.7,Torino,Sampdoria,C
MCE,N. Barella,6.2,Torino,Sampdoria,C
MCD,R. De Paul,6.3,Torino,Sampdoria,C
VOL,N. Kanté,6.5,Torino,Sampdoria,C
LE,B. Chilwell,6.9,Torino,Sampdoria,C
ZGE,M. de Ligt,7.4,Torino,Sampdoria,C
ZGD,R. Dias,6.9,Torino,Sampdoria,C
LD,J. Cancelo,7.0,Torino,Sampdoria,C
GOL,M. ter Stegen,7.3,Torino,Sampdoria,C
